name,html_url,description,language,stars,forks,created_at,updated_at
build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Master programming by recreating your favorite technologies from scratch.,Markdown,449684,42164,2018-05-09T12:03:18Z,2025-12-17T16:47:45Z
freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,434899,42840,2014-12-24T17:49:19Z,2025-12-17T16:50:32Z
awesome,https://github.com/sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,,423046,32601,2014-07-11T13:42:37Z,2025-12-17T16:41:04Z
public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,385854,41189,2016-03-20T23:49:42Z,2025-12-17T16:52:22Z
free-programming-books,https://github.com/EbookFoundation/free-programming-books,:books: Freely available programming books,Python,378950,65632,2013-10-11T06:50:37Z,2025-12-17T16:53:37Z
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",TypeScript,345570,43514,2017-03-15T13:45:52Z,2025-12-17T16:21:22Z
coding-interview-university,https://github.com/jwasham/coding-interview-university,A complete computer science study plan to become a software engineer.,,334791,81454,2016-06-06T02:34:12Z,2025-12-17T16:53:55Z
system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.,Python,329583,53658,2017-02-26T16:15:28Z,2025-12-17T16:44:11Z
996.ICU,https://github.com/996icu/996.ICU,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,,275037,20998,2019-03-26T07:31:14Z,2025-12-17T09:34:26Z
awesome-python,https://github.com/vinta/awesome-python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",Python,274172,26912,2014-06-27T21:00:06Z,2025-12-17T16:49:26Z
awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,A list of Free Software network services and web applications which can be hosted on your own servers,,263417,12110,2015-06-01T02:33:17Z,2025-12-17T16:49:26Z
project-based-learning,https://github.com/practical-tutorials/project-based-learning,Curated list of project-based tutorials,,252780,33040,2017-04-12T05:07:46Z,2025-12-17T16:19:21Z
react,https://github.com/facebook/react,The library for web and native user interfaces.,JavaScript,241678,50177,2013-05-24T16:15:54Z,2025-12-17T16:24:28Z
Python,https://github.com/TheAlgorithms/Python,All Algorithms implemented in Python,Python,214871,49629,2016-07-16T09:44:01Z,2025-12-17T16:48:32Z
linux,https://github.com/torvalds/linux,Linux kernel source tree,C,211003,59387,2011-09-04T22:48:12Z,2025-12-17T16:46:02Z
vue,https://github.com/vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",TypeScript,209757,33887,2013-07-29T03:24:51Z,2025-12-17T14:34:28Z
computer-science,https://github.com/ossu/computer-science,🎓 Path to a free self-taught education in Computer Science!,HTML,199179,24776,2014-05-04T00:18:39Z,2025-12-17T16:39:21Z
the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",,198291,12091,2018-06-23T10:43:14Z,2025-12-17T16:49:28Z
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,JavaScript,195133,31084,2018-03-24T07:47:04Z,2025-12-17T16:15:48Z
tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,192844,75120,2015-11-07T01:19:20Z,2025-12-17T16:45:50Z
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,A book series (2 published editions) on the JS language.,,184091,33681,2013-11-16T02:37:24Z,2025-12-17T16:33:51Z
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community.",Shell,183380,26301,2009-08-28T18:15:37Z,2025-12-17T16:34:07Z
CS-Notes,https://github.com/CyC2018/CS-Notes,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计,,183160,51253,2018-02-13T14:56:24Z,2025-12-17T15:50:52Z
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Python,180348,46186,2023-03-16T09:21:07Z,2025-12-17T14:13:02Z
vscode,https://github.com/microsoft/vscode,Visual Studio Code,TypeScript,179730,36942,2015-09-03T20:23:38Z,2025-12-17T16:23:42Z
Python-100-Days,https://github.com/jackfrued/Python-100-Days,Python - 100天从新手到大师,Jupyter Notebook,176510,55151,2018-03-01T16:05:52Z,2025-12-17T16:06:15Z
flutter,https://github.com/flutter/flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,Dart,174299,29698,2015-03-06T22:54:58Z,2025-12-17T16:45:35Z
bootstrap,https://github.com/twbs/bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",MDX,173814,79167,2011-07-29T21:19:00Z,2025-12-17T15:59:20Z
gitignore,https://github.com/github/gitignore,A collection of useful .gitignore templates,,171314,82974,2010-11-08T20:17:14Z,2025-12-17T16:35:23Z
n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,163314,52179,2019-06-22T09:24:21Z,2025-12-17T16:49:43Z
awesome-go,https://github.com/avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software",Go,160191,12826,2014-07-06T13:42:15Z,2025-12-17T16:49:30Z
Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, and Online KMS activation methods, along with advanced troubleshooting.",Batchfile,159679,15389,2020-01-12T23:03:34Z,2025-12-17T16:42:22Z
the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,"Master the command line, in one page",,159181,14769,2015-05-20T15:11:03Z,2025-12-17T11:38:50Z
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Stable Diffusion web UI,Python,159036,29534,2022-08-22T14:05:26Z,2025-12-17T16:01:15Z
ollama,https://github.com/ollama/ollama,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",Go,157801,13940,2023-06-26T19:39:32Z,2025-12-17T16:52:08Z
transformers,https://github.com/huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",Python,153977,31467,2018-10-29T13:56:00Z,2025-12-17T16:30:58Z
JavaGuide,https://github.com/Snailclimb/JavaGuide,"Java 学习&面试指南（Go、Python 后端面试通用,计算机基础面试总结）。准备后端技术面试，首选 JavaGuide！",Java,153086,46092,2018-05-07T13:27:00Z,2025-12-17T15:35:07Z
javascript,https://github.com/airbnb/javascript,JavaScript Style Guide,JavaScript,147995,26790,2012-11-01T23:13:50Z,2025-12-17T14:54:50Z
langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,Python,141370,8181,2023-02-08T22:28:03Z,2025-12-17T16:53:37Z
awesome-chatgpt-prompts,https://github.com/f/awesome-chatgpt-prompts,"Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.",TypeScript,139599,18510,2022-12-05T13:54:13Z,2025-12-17T16:47:13Z
youtube-dl,https://github.com/ytdl-org/youtube-dl,Command-line program to download videos from YouTube.com and other video sites,Python,139188,10571,2010-10-31T14:35:07Z,2025-12-17T16:12:46Z
yt-dlp,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,Python,138556,11189,2020-10-26T04:22:55Z,2025-12-17T16:48:46Z
HelloGitHub,https://github.com/521xueweihan/HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",Python,137537,10994,2016-05-04T06:24:11Z,2025-12-17T16:49:33Z
next.js,https://github.com/vercel/next.js,The React Framework,JavaScript,136616,30070,2016-10-05T23:32:51Z,2025-12-17T16:21:45Z
tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,Curated coding interview preparation materials for busy software engineers,TypeScript,136243,16320,2016-07-05T05:00:48Z,2025-12-17T16:47:48Z
scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,132662,12391,2017-11-21T18:00:27Z,2025-12-17T16:39:33Z
go,https://github.com/golang/go,The Go programming language,Go,131468,18640,2014-08-19T04:33:40Z,2025-12-17T16:37:38Z
FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,DigitalPlat FreeDomain: Free Domain For Everyone,HTML,130727,2337,2024-05-30T13:23:00Z,2025-12-17T16:50:17Z
fucking-algorithm,https://github.com/labuladong/fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. ",Markdown,130713,23558,2020-02-19T09:01:23Z,2025-12-17T16:53:33Z
PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that help you customize Windows and streamline everyday tasks,C#,126552,7541,2019-05-01T17:44:02Z,2025-12-17T15:36:15Z
30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,Coding articles to level up your development skills,JavaScript,126054,12390,2017-11-29T17:35:03Z,2025-12-17T16:13:13Z
react-native,https://github.com/facebook/react-native,A framework for building native applications using React,C++,124808,25014,2015-01-09T18:10:16Z,2025-12-17T16:28:16Z
langchain,https://github.com/langchain-ai/langchain,🦜🔗 The platform for reliable agents.,Python,122103,20138,2022-10-17T02:58:36Z,2025-12-17T16:43:38Z
dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,TypeScript,121997,18968,2023-04-12T07:40:24Z,2025-12-17T16:19:28Z
hello-algo,https://github.com/krahets/hello-algo,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version in translation",Java,120273,14651,2022-11-04T11:08:34Z,2025-12-17T16:26:12Z
electron,https://github.com/electron/electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",C++,119427,16812,2013-04-12T01:47:36Z,2025-12-17T15:44:20Z
kubernetes,https://github.com/kubernetes/kubernetes,Production-Grade Container Scheduling and Management,Go,119300,41995,2014-06-06T22:56:04Z,2025-12-17T15:49:14Z
open-webui,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",Svelte,118061,16622,2023-10-06T22:08:27Z,2025-12-17T16:53:00Z
free-for-dev,https://github.com/ripienaar/free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",HTML,116341,11883,2015-03-18T21:06:26Z,2025-12-17T16:37:29Z
free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,:books: 免费的计算机编程类中文书籍，欢迎投稿,,115978,28365,2013-11-04T01:59:19Z,2025-12-17T16:11:53Z
node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,114797,34108,2014-11-26T19:57:11Z,2025-12-17T16:38:56Z
excalidraw,https://github.com/excalidraw/excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,TypeScript,112633,11869,2020-01-02T01:04:43Z,2025-12-17T16:37:33Z
d3,https://github.com/d3/d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",Shell,112011,22858,2010-09-27T17:22:42Z,2025-12-17T16:17:52Z
three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,109912,36167,2010-03-23T18:58:01Z,2025-12-17T16:37:31Z
rust,https://github.com/rust-lang/rust,Empowering everyone to build reliable and efficient software.,Rust,108595,14203,2010-06-16T20:39:03Z,2025-12-17T16:31:37Z
axios,https://github.com/axios/axios,Promise based HTTP client for the browser and node.js,JavaScript,108371,11467,2014-08-18T22:30:27Z,2025-12-17T16:28:16Z
TypeScript,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,TypeScript,107129,13171,2014-06-17T15:28:39Z,2025-12-17T16:52:45Z
deno,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,105587,5826,2018-05-15T01:34:26Z,2025-12-17T16:49:43Z
iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,105027,4733,2018-11-14T22:00:57Z,2025-12-17T16:16:10Z
nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,:white_check_mark:  The Node.js best practices list (July 2024),Dockerfile,104706,10658,2017-09-15T08:33:19Z,2025-12-17T10:00:43Z
GitHub-Chinese-Top-Charts,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。,Java,104565,13425,2019-09-05T03:01:56Z,2025-12-17T14:56:30Z
rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,104322,15378,2020-09-28T15:36:08Z,2025-12-17T16:50:47Z
godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,104177,23834,2014-01-04T16:05:36Z,2025-12-17T16:38:14Z
generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI ",Jupyter Notebook,103940,55224,2023-06-19T16:28:59Z,2025-12-17T16:44:21Z
create-react-app,https://github.com/facebook/create-react-app,Set up a modern web app by running one command.,JavaScript,103926,27179,2016-07-17T14:55:11Z,2025-12-17T15:34:20Z
ui,https://github.com/shadcn-ui/ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",TypeScript,103004,7482,2023-01-04T12:43:27Z,2025-12-17T16:41:14Z
Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",,102749,9783,2016-03-30T15:47:10Z,2025-12-17T16:37:19Z
frp,https://github.com/fatedier/frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,Go,102288,14738,2015-12-21T15:24:59Z,2025-12-17T16:05:31Z
papers-we-love,https://github.com/papers-we-love/papers-we-love,Papers from the computer science community to read and discuss.,Shell,101135,6196,2013-12-15T14:31:41Z,2025-12-17T16:49:36Z
terminal,https://github.com/microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,101131,8972,2017-08-11T18:38:22Z,2025-12-17T16:53:47Z
system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models",,100915,26956,2025-03-05T16:38:29Z,2025-12-17T16:54:39Z
DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,,Python,100777,16421,2024-12-26T09:52:40Z,2025-12-17T16:13:24Z
tauri,https://github.com/tauri-apps/tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",Rust,100084,3232,2019-07-13T09:09:37Z,2025-12-17T16:20:04Z
angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,99531,26952,2014-09-18T16:12:01Z,2025-12-17T13:18:04Z
material-ui,https://github.com/mui/material-ui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,JavaScript,97477,32796,2014-08-18T19:11:54Z,2025-12-17T15:31:30Z
ComfyUI,https://github.com/comfyanonymous/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,97181,11007,2023-01-17T03:15:56Z,2025-12-17T16:44:27Z
ant-design,https://github.com/ant-design/ant-design,An enterprise-class UI design language and React UI library,TypeScript,97009,54222,2015-04-24T15:37:24Z,2025-12-17T16:02:41Z
HowToCook,https://github.com/Anduin2017/HowToCook,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).,Dockerfile,96536,10726,2020-02-29T10:43:49Z,2025-12-17T14:11:47Z
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,,96378,8556,2017-08-24T13:18:26Z,2025-12-17T16:40:40Z
pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,95974,26260,2016-08-13T05:26:41Z,2025-12-17T16:37:49Z
awesome-mac,https://github.com/jaywcjlove/awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",JavaScript,95887,7200,2016-07-17T15:33:47Z,2025-12-17T16:49:37Z
neovim,https://github.com/neovim/neovim,Vim-fork focused on extensibility and usability,Vim Script,95006,6465,2014-01-31T13:39:22Z,2025-12-17T16:46:21Z
thefuck,https://github.com/nvbn/thefuck,Magnificent app which corrects your previous console command.,Python,94930,3801,2015-04-08T15:08:04Z,2025-12-17T14:35:25Z
supabase,https://github.com/supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",TypeScript,94789,11018,2019-10-12T05:56:49Z,2025-12-17T16:46:08Z
Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",JavaScript,94672,14891,2020-11-10T02:44:00Z,2025-12-17T16:06:21Z
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Clean Code concepts adapted for JavaScript,JavaScript,94139,12498,2016-11-25T22:25:41Z,2025-12-17T12:40:48Z
java-design-patterns,https://github.com/iluwatar/java-design-patterns,Design patterns implemented in Java,Java,93503,27360,2014-08-09T16:45:18Z,2025-12-17T12:51:01Z
fastapi,https://github.com/fastapi/fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",Python,93170,8381,2018-12-08T08:21:47Z,2025-12-17T16:45:00Z
puppeteer,https://github.com/puppeteer/puppeteer,JavaScript API for Chrome and Firefox,TypeScript,93083,9344,2017-05-09T22:16:13Z,2025-12-17T16:51:31Z
v2rayN,https://github.com/2dust/v2rayN,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others",C#,92520,13852,2019-07-30T03:47:24Z,2025-12-17T16:48:03Z
whisper,https://github.com/openai/whisper,Robust Speech Recognition via Large-Scale Weak Supervision,Python,92097,11542,2022-09-16T20:02:54Z,2025-12-17T16:54:12Z
DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,,,91592,11777,2025-01-20T11:57:28Z,2025-12-17T14:13:02Z
tailwindcss,https://github.com/tailwindlabs/tailwindcss,A utility-first CSS framework for rapid UI development.,TypeScript,91566,4842,2017-10-06T14:59:14Z,2025-12-17T16:25:36Z
llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,91467,14138,2023-03-10T18:58:00Z,2025-12-17T16:44:29Z
nvm,https://github.com/nvm-sh/nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,Shell,90444,9679,2010-04-15T17:47:47Z,2025-12-17T16:47:41Z
vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin,Vue,90215,30658,2017-04-17T03:35:49Z,2025-12-17T15:58:39Z
app-ideas,https://github.com/florinpop17/app-ideas,A Collection of application ideas which can be used to improve your coding skills.,,88864,10166,2019-02-25T18:36:56Z,2025-12-17T16:21:01Z
storybook,https://github.com/storybookjs/storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",TypeScript,88841,9811,2016-03-18T04:23:44Z,2025-12-17T16:29:02Z
gemini-cli,https://github.com/google-gemini/gemini-cli,An open-source AI agent that brings the power of Gemini directly into your terminal.,TypeScript,87746,10043,2025-04-17T17:04:31Z,2025-12-17T16:54:03Z
clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,87576,6452,2023-11-21T18:24:03Z,2025-12-17T16:37:56Z
gin,https://github.com/gin-gonic/gin,"Gin is a high-performance HTTP web framework written in Go. It provides a Martini-like API but with significantly better performance—up to 40 times faster—thanks to httprouter. Gin is designed for building REST APIs, web applications, and microservices.",Go,87406,8508,2014-06-16T23:57:25Z,2025-12-17T15:22:19Z
bitcoin,https://github.com/bitcoin/bitcoin,Bitcoin Core integration/staging tree,C++,87263,38369,2010-12-19T15:16:43Z,2025-12-17T15:16:42Z
NextChat,https://github.com/ChatGPTNextWeb/NextChat,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,TypeScript,86737,60661,2023-03-10T18:27:54Z,2025-12-17T13:33:58Z
immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution.,TypeScript,86666,4564,2022-02-03T15:56:27Z,2025-12-17T16:52:37Z
django,https://github.com/django/django,The Web framework for perfectionists with deadlines.,Python,86181,33397,2012-04-28T02:47:18Z,2025-12-17T15:30:24Z
hugo,https://github.com/gohugoio/hugo,The world’s fastest framework for building websites.,Go,85432,8140,2013-07-04T15:26:26Z,2025-12-17T16:21:44Z
opencv,https://github.com/opencv/opencv,Open Source Computer Vision Library,C++,85325,56396,2012-07-19T09:40:17Z,2025-12-17T16:40:46Z
bun,https://github.com/oven-sh/bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Zig,85208,3808,2021-04-14T00:48:17Z,2025-12-17T16:30:57Z
svelte,https://github.com/sveltejs/svelte,web development for the rest of us,JavaScript,85166,4713,2016-11-20T18:13:05Z,2025-12-17T15:12:44Z
mermaid,https://github.com/mermaid-js/mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,TypeScript,84752,8407,2014-11-01T23:52:32Z,2025-12-17T16:44:47Z
markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,84329,4852,2024-11-13T19:56:40Z,2025-12-17T15:59:45Z
core,https://github.com/home-assistant/core,:house_with_garden: Open source home automation that puts local control and privacy first.,Python,83240,36193,2013-09-17T07:29:48Z,2025-12-17T16:07:22Z
awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Python,83186,11744,2024-04-29T05:30:25Z,2025-12-17T16:47:51Z
laravel,https://github.com/laravel/laravel,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",Blade,83065,24635,2011-06-08T03:06:08Z,2025-12-17T16:30:19Z
realworld,https://github.com/gothinkster/realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",TypeScript,82653,7545,2016-02-26T20:49:53Z,2025-12-17T15:41:04Z
animate.css,https://github.com/animate-css/animate.css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,CSS,82535,16135,2011-10-12T10:07:38Z,2025-12-17T16:39:59Z
mall,https://github.com/macrozheng/mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,Java,82451,29589,2018-04-04T01:11:44Z,2025-12-17T15:34:37Z
manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,82441,6984,2015-03-22T18:50:58Z,2025-12-17T16:16:17Z
ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",Jupyter Notebook,82236,19295,2021-03-03T01:34:05Z,2025-12-17T16:43:39Z
LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",Jupyter Notebook,81201,12124,2023-07-23T18:15:57Z,2025-12-17T15:45:39Z
FiraCode,https://github.com/tonsky/FiraCode,Free monospaced font with programming ligatures,Clojure,80757,3173,2014-11-11T19:32:38Z,2025-12-17T15:39:38Z
weekly,https://github.com/ruanyf/weekly,科技爱好者周刊，每周五发布,,80751,3768,2018-10-13T12:36:07Z,2025-12-17T16:46:02Z
awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,A list of awesome beginners-friendly projects.,,80725,7633,2015-10-24T19:53:36Z,2025-12-17T16:49:39Z
devops-exercises,https://github.com/bregman-arie/devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",Python,80273,18280,2019-10-03T17:31:21Z,2025-12-17T14:31:25Z
playwright,https://github.com/microsoft/playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",TypeScript,80268,4916,2019-11-15T18:32:42Z,2025-12-17T16:18:26Z
uptime-kuma,https://github.com/louislam/uptime-kuma,A fancy self-hosted monitoring tool,JavaScript,79901,7120,2021-07-03T01:02:42Z,2025-12-17T16:19:47Z
awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: ,,79447,9289,2015-11-28T09:48:17Z,2025-12-17T16:49:39Z
spring-boot,https://github.com/spring-projects/spring-boot,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss.",Java,79400,41729,2012-10-19T15:02:57Z,2025-12-17T15:30:05Z
advanced-java,https://github.com/doocs/advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,Java,78636,19300,2018-10-06T11:38:30Z,2025-12-17T15:35:19Z
system-design-101,https://github.com/ByteByteGoHq/system-design-101,Explain complex systems using visuals and simple terms. Help you prepare for system design interviews.,,78470,8555,2023-09-18T20:52:03Z,2025-12-17T14:31:07Z
syncthing,https://github.com/syncthing/syncthing,Open Source Continuous File Synchronization,Go,78336,4854,2013-11-26T09:48:21Z,2025-12-17T15:05:00Z
